-1.166133	-0.603356	0.000000
-1.115070	-0.694969	0.000000
-1.062605	-0.627217	0.000000
-1.149573	-0.636005	0.000000
-1.067506	-0.905503	0.000000
-1.103051	-0.959324	0.000000
-1.015931	-0.902426	0.000000
-1.119595	-0.402589	0.000000
-1.135917	-0.797841	0.000000
-1.138382	-0.814234	0.000000
-0.990721	-0.557228	0.000000
-1.119510	-0.762570	0.000000
-1.006633	-1.084852	0.000000
-1.045382	-0.783322	0.000000
-1.045870	-0.839268	0.000000
-1.009662	-0.866284	0.000000
-0.924830	-0.634035	0.000000
-1.071074	-0.469539	0.000000
-1.125777	-0.674597	0.000000
-0.986613	-0.536656	0.000000
-1.064260	-0.587433	0.000000
-1.232975	-0.882855	0.000000
-1.090583	-0.752906	0.000000
-1.124403	-0.617788	0.000000
-0.902144	-0.842434	0.000000
-1.134656	-0.732858	0.000000
-0.942259	-0.755408	0.000000
-1.118621	-0.570942	0.000000
-1.206553	-0.722920	0.000000
-1.132021	-0.688342	0.000000
-1.099152	-0.848299	0.000000
-1.031107	-0.456241	0.000000
-1.149906	-0.628962	0.000000
-1.072730	-0.465105	0.000000
-1.127332	-0.677666	0.000000
-0.981895	-0.587341	0.000000
-0.996799	-0.604222	0.000000
-1.064391	-0.843385	0.000000
-1.151508	-0.917461	0.000000
-1.071697	-0.752982	0.000000
-0.997081	-0.810458	0.000000
-1.073602	-0.881922	0.000000
-0.951876	-0.623108	0.000000
-1.007966	-0.485875	0.000000
-1.065266	-0.739732	0.000000
-1.140015	-0.778162	0.000000
-1.165498	-1.055989	0.000000
-1.137259	-0.767556	0.000000
-1.110588	-0.786222	0.000000
-1.077048	-0.553221	0.000000
-1.223554	-0.718045	0.000000
-1.065230	-0.763798	0.000000
-1.219767	-0.772614	0.000000
-1.143015	-0.630998	0.000000
-1.133102	-0.753356	0.000000
-1.073750	-0.693894	0.000000
-1.070647	-0.432113	0.000000
-1.013811	-0.684820	0.000000
-1.018272	-0.765689	0.000000
-1.042805	-0.815005	0.000000
-1.144673	-0.453353	0.000000
-1.066591	-0.778289	0.000000
-0.996059	-0.644286	0.000000
-1.046513	-0.735445	0.000000
-1.198901	-0.679431	0.000000
-1.186401	-0.949913	0.000000
-1.203871	-0.622361	0.000000
-1.150286	-0.808677	0.000000
-1.113955	-0.846720	0.000000
-1.156370	-0.737500	0.000000
-1.032241	-0.568230	0.000000
-1.137535	-0.807650	0.000000
-1.113916	-0.627414	0.000000
-1.047560	-0.465875	0.000000
-1.153973	-0.745552	0.000000
-1.235289	-0.728557	0.000000
-1.066770	-0.952815	0.000000
-1.026551	-0.747686	0.000000
-1.108679	-0.791792	0.000000
-1.109923	-0.744767	0.000000
-1.022837	-0.608092	0.000000
-1.125532	-0.610891	0.000000
-1.052328	-0.655424	0.000000
-1.091752	-0.550463	0.000000
-1.034293	-0.657570	0.000000
-0.938930	-0.565563	0.000000
-1.077784	-0.545096	0.000000
-1.050753	-0.722029	0.000000
-1.089440	-0.653633	0.000000
-0.955447	-0.800613	0.000000
-0.903735	-1.041357	0.000000
-1.045125	-0.398577	0.000000
-1.007888	-0.920261	0.000000
-1.123457	-0.795384	0.000000
-0.958337	-0.954681	0.000000
-1.093365	-0.593115	0.000000
-1.056388	-0.814373	0.000000
-1.087284	-0.662963	0.000000
-1.046520	-0.778251	0.000000
-0.947449	-0.584738	0.000000
-1.081229	-0.764150	0.000000
-1.051587	-0.582322	0.000000
-1.070166	-0.629978	0.000000
-1.191698	-0.484090	0.000000
-1.194498	-0.702082	0.000000
-1.064858	-1.047315	0.000000
-1.171625	-0.559481	0.000000
-1.162951	-0.650512	0.000000
-1.043164	-0.871403	0.000000
-1.032562	-0.877729	0.000000
-1.028917	-0.747543	0.000000
-1.052765	-0.798711	0.000000
-0.899254	-0.849310	0.000000
-1.074840	-0.909819	0.000000
-1.023623	-0.586405	0.000000
-1.049921	-0.818147	0.000000
-1.041785	-0.719083	0.000000
-1.108460	-0.536099	0.000000
-1.082197	-0.874033	0.000000
-0.988556	-1.008893	0.000000
-1.129750	-0.677249	0.000000
-1.141866	-0.687783	0.000000
-0.999846	-0.658395	0.000000
-1.084831	-0.645752	0.000000
-1.058431	-0.648897	0.000000
-1.152046	-0.660830	0.000000
-1.034747	-0.725822	0.000000
-1.182493	-0.619069	0.000000
-1.074928	-0.450884	0.000000
-1.109157	-0.622496	0.000000
-1.176938	-0.680540	0.000000
-1.231950	-0.682287	0.000000
-0.998995	-0.392995	0.000000
-1.053503	-0.584162	0.000000
-1.107170	-0.650243	0.000000
-1.017626	-0.780960	0.000000
-1.020977	-0.457871	0.000000
-0.980650	-0.851390	0.000000
-1.197953	-0.814231	0.000000
-1.043575	-0.455351	0.000000
-0.932749	-0.645596	0.000000
-1.017932	-0.984375	0.000000
-1.091470	-0.840149	0.000000
-1.088528	-0.796371	0.000000
-1.169736	-0.935304	0.000000
-1.053002	-1.034841	0.000000
-1.006560	-0.857334	0.000000
-0.946912	-0.921428	0.000000
-1.176310	-0.406084	0.000000
-1.064438	-0.550954	0.000000
-1.124337	-0.570467	0.000000
-1.039507	-0.808245	0.000000
-1.239745	-0.801870	0.000000
-1.080967	-0.750695	0.000000
-1.107345	-0.569801	0.000000
-1.043556	-0.821912	0.000000
-1.066117	-0.827292	0.000000
-1.267194	-0.847396	0.000000
-1.055202	-0.922758	0.000000
-1.030282	-0.471548	0.000000
-0.980688	-0.580670	0.000000
-0.923219	-0.684281	0.000000
-1.198983	-0.682593	0.000000
-1.155951	-0.634076	0.000000
-1.067346	-0.300005	0.000000
-1.064235	-0.798129	0.000000
-1.026591	-0.661333	0.000000
-1.089739	-0.593710	0.000000
-1.141215	-0.945771	0.000000
-1.108359	-0.856286	0.000000
-1.113974	-0.810276	0.000000
-1.078186	-0.656313	0.000000
-1.109589	-0.823290	0.000000
-1.065994	-0.858207	0.000000
-1.021695	-0.992570	0.000000
-1.143773	-0.950725	0.000000
-1.107625	-0.609015	0.000000
-1.145265	-0.723588	0.000000
-1.180843	-0.871058	0.000000
-1.132346	-1.016641	0.000000
-1.006948	-0.577002	0.000000
-1.208253	-0.808004	0.000000
-0.972100	-0.832414	0.000000
-1.327942	-0.885593	0.000000
-0.992671	-0.810456	0.000000
-1.193192	-0.499066	0.000000
-1.073067	-0.864246	0.000000
-1.112661	-0.891440	0.000000
-1.109351	-0.530754	0.000000
-1.128809	-0.749432	0.000000
-1.066452	-0.793794	0.000000
-1.048968	-0.833536	0.000000
-0.949664	-0.694171	0.000000
-1.007175	-0.918578	0.000000
-1.055614	-1.042630	0.000000
-0.995132	-0.738285	0.000000
-1.084081	-0.614813	0.000000
-1.045953	-0.549796	0.000000
-1.093402	-0.877932	0.000000
-0.909440	-0.418865	0.000000
-1.115801	-0.914722	0.000000
-0.969056	-0.710067	0.000000
-1.159426	-0.914442	0.000000
-0.961374	-0.948970	0.000000
-1.054412	-0.711479	0.000000
-1.166843	-0.769758	0.000000
-0.829077	-0.525612	0.000000
-1.057745	-0.671916	0.000000
-1.200567	-0.705520	0.000000
-1.054147	-0.494119	0.000000
-1.175066	-0.601153	0.000000
-1.045453	-0.782749	0.000000
-1.003246	-0.682810	0.000000
-1.080549	-0.887415	0.000000
-1.142312	-0.850572	0.000000
-0.902874	-0.607156	0.000000
-1.188809	-0.521553	0.000000
-0.917020	-0.707673	0.000000
-1.031446	-0.066704	0.000000
-1.007213	-0.395114	0.000000
-1.149035	-0.581439	0.000000
-1.093811	-1.100096	0.000000
-1.048727	-0.669761	0.000000
-1.021159	-0.483795	0.000000
-1.067027	-0.894551	0.000000
-1.089283	-0.529105	0.000000
-1.117627	-0.586760	0.000000
-1.007939	-0.607876	0.000000
-1.123552	-0.705635	0.000000
-1.006137	-0.903276	0.000000
-1.004403	-0.740448	0.000000
-1.064444	-0.613664	0.000000
-1.050261	-0.574706	0.000000
-0.979004	-0.792370	0.000000
-1.046628	-0.852489	0.000000
-1.207323	-0.486273	0.000000
-1.068271	-0.853114	0.000000
-1.013115	-0.611110	0.000000
-1.051600	-0.865432	0.000000
-1.073562	-0.762061	0.000000
-1.096986	-0.586160	0.000000
-0.957558	-0.552528	0.000000
-0.979925	-0.670875	0.000000
-1.192028	-0.794899	0.000000
-1.073166	-0.891188	0.000000
-1.022715	-0.857514	0.000000
-1.136685	-0.362273	0.000000
-0.943550	-0.945318	0.000000
-1.040965	-0.784279	0.000000
-1.106834	-0.691642	0.000000
-0.990205	-0.799227	0.000000
-1.046295	-0.750382	0.000000
-1.030902	-0.663729	0.000000
-1.092991	-0.256866	0.000000
-1.044978	-1.009615	0.000000
-1.123136	-0.895190	0.000000
-1.025778	-0.345807	0.000000
-0.971251	-0.812921	0.000000
-1.068503	-0.823000	0.000000
-1.071687	-0.705705	0.000000
-0.980289	-0.711875	0.000000
-1.001093	-0.661997	0.000000
-1.051771	-0.726093	0.000000
-1.032894	-0.736809	0.000000
-1.080685	-0.646145	0.000000
-1.110411	-0.699847	0.000000
-1.043859	-0.619436	0.000000
-1.090961	-0.865977	0.000000
-1.077316	-0.916928	0.000000
-1.148264	-0.598403	0.000000
-1.138342	-0.765512	0.000000
-1.183819	-0.784222	0.000000
-1.156629	-0.632585	0.000000
-1.027039	-0.522928	0.000000
